Timestamp,Radiowa 20B CustomWeather Temp_Zewnetrzna
2022-06-01T00:00:00+02:00 Warsaw,16.525079395460047
2022-06-01T01:00:00+02:00 Warsaw,15.662933241237294
2022-06-01T02:00:00+02:00 Warsaw,13.924402642757334
2022-06-01T03:00:00+02:00 Warsaw,12.917333984375
2022-06-01T04:00:00+02:00 Warsaw,12.809387016296387
2022-06-01T05:00:00+02:00 Warsaw,12.878222624460856
2022-06-01T06:00:00+02:00 Warsaw,13.507200262763284
2022-06-01T07:00:00+02:00 Warsaw,14.302517096201578
2022-06-01T08:00:00+02:00 Warsaw,14.662248168672834
2022-06-01T09:00:00+02:00 Warsaw,15.509541162630407
2022-06-01T10:00:00+02:00 Warsaw,16.290132609280672
2022-06-01T11:00:00+02:00 Warsaw,18.070613975524903
2022-06-01T12:00:00+02:00 Warsaw,20.200533294677733
2022-06-01T13:00:00+02:00 Warsaw,20.67893319659763
2022-06-01T14:00:00+02:00 Warsaw,20.20540984796018
2022-06-01T15:00:00+02:00 Warsaw,21.78372666893936
2022-06-01T16:00:00+02:00 Warsaw,22.158171108790807
2022-06-01T17:00:00+02:00 Warsaw,21.625066843899813
2022-06-01T18:00:00+02:00 Warsaw,20.932102350088265
2022-06-01T19:00:00+02:00 Warsaw,20.13683235436155
2022-06-01T20:00:00+02:00 Warsaw,17.480035384496052
2022-06-01T21:00:00+02:00 Warsaw,14.4005060680842
2022-06-01T22:00:00+02:00 Warsaw,12.427466971533638
2022-06-01T23:00:00+02:00 Warsaw,11.333333432674408
2022-06-02T00:00:00+02:00 Warsaw,11.649156113465628
2022-06-02T01:00:00+02:00 Warsaw,12.295467717306954
2022-06-02T02:00:00+02:00 Warsaw,12.49863694843493
2022-06-02T03:00:00+02:00 Warsaw,13.022598893301828
2022-06-02T04:00:00+02:00 Warsaw,12.910815450880262
2022-06-02T05:00:00+02:00 Warsaw,12.971776962280273
2022-06-02T06:00:00+02:00 Warsaw,12.602665554393422
2022-06-02T07:00:00+02:00 Warsaw,12.552295861420808
2022-06-02T08:00:00+02:00 Warsaw,18.58844452278287
2022-06-02T09:00:00+02:00 Warsaw,22.161211369401318
2022-06-02T10:00:00+02:00 Warsaw,18.631253121115943
2022-06-02T11:00:00+02:00 Warsaw,18.48454417353091
2022-06-02T12:00:00+02:00 Warsaw,18.983466653262866
2022-06-02T13:00:00+02:00 Warsaw,19.696649592855703
2022-06-02T14:00:00+02:00 Warsaw,20.087705082363552
2022-06-02T15:00:00+02:00 Warsaw,20.677536646525066
2022-06-02T16:00:00+02:00 Warsaw,20.7018132686615
2022-06-02T17:00:00+02:00 Warsaw,19.95381302833557
2022-06-02T18:00:00+02:00 Warsaw,19.666040959565535
2022-06-02T19:00:00+02:00 Warsaw,18.623573233864523
2022-06-02T20:00:00+02:00 Warsaw,15.426310936609903
2022-06-02T21:00:00+02:00 Warsaw,13.063218100865681
2022-06-02T22:00:00+02:00 Warsaw,11.18119758670613
