Timestamp,Radiowa 20B CustomWeather Temp_Zewnetrzna
2021-12-01T00:00:00+01:00 Warsaw,1.5513331691424053
2021-12-01T01:00:00+01:00 Warsaw,1.1801588081178211
2021-12-01T02:00:00+01:00 Warsaw,0.9065334033966065
2021-12-01T03:00:00+01:00 Warsaw,0.7344438897238837
2021-12-01T04:00:00+01:00 Warsaw,0.2648147259476698
2021-12-01T05:00:00+01:00 Warsaw,-0.9482978728223355
2021-12-01T06:00:00+01:00 Warsaw,-1.5281332373619079
2021-12-01T07:00:00+01:00 Warsaw,-0.8572892268498739
2021-12-01T08:00:00+01:00 Warsaw,-0.13666662604082375
2021-12-01T09:00:00+01:00 Warsaw,0.6782352985704646
2021-12-01T10:00:00+01:00 Warsaw,1.5836433671241583
2021-12-01T11:00:00+01:00 Warsaw,2.441111030000629
2021-12-01T12:00:00+01:00 Warsaw,2.82230766919943
2021-12-01T13:00:00+01:00 Warsaw,2.7798244451221668
2021-12-01T14:00:00+01:00 Warsaw,2.4993825841833046
2021-12-01T15:00:00+01:00 Warsaw,1.7518181764718257
2021-12-01T16:00:00+01:00 Warsaw,1.1231034500845547
2021-12-01T17:00:00+01:00 Warsaw,1.0860492609165333
2021-12-01T18:00:00+01:00 Warsaw,1.4959259253961068
2021-12-01T19:00:00+01:00 Warsaw,2.1033333319204823
2021-12-01T20:00:00+01:00 Warsaw,2.779876461735478
2021-12-01T21:00:00+01:00 Warsaw,3.423333461468036
2021-12-01T22:00:00+01:00 Warsaw,4.184035138079994
2021-12-01T23:00:00+01:00 Warsaw,5.015714270727975
2021-12-02T00:00:00+01:00 Warsaw,5.503333178433505
2021-12-02T01:00:00+01:00 Warsaw,5.891212051564997
2021-12-02T02:00:00+01:00 Warsaw,6.219275225763735
2021-12-02T03:00:00+01:00 Warsaw,6.316666662693024
2021-12-02T04:00:00+01:00 Warsaw,5.976881442531463
2021-12-02T05:00:00+01:00 Warsaw,6.104222440719605
2021-12-02T06:00:00+01:00 Warsaw,6.250341928922213
2021-12-02T07:00:00+01:00 Warsaw,5.602868113406869
2021-12-02T08:00:00+01:00 Warsaw,5.2454024841045515
2021-12-02T09:00:00+01:00 Warsaw,5.642380823407854
2021-12-02T10:00:00+01:00 Warsaw,6.190247164832221
2021-12-02T11:00:00+01:00 Warsaw,6.666140142240022
2021-12-02T12:00:00+01:00 Warsaw,6.152000105381012
2021-12-02T13:00:00+01:00 Warsaw,5.820666742324829
2021-12-02T14:00:00+01:00 Warsaw,5.331666549046834
2021-12-02T15:00:00+01:00 Warsaw,4.080270283931011
2021-12-02T16:00:00+01:00 Warsaw,3.293555498123169
2021-12-02T17:00:00+01:00 Warsaw,2.6831429753984724
2021-12-02T18:00:00+01:00 Warsaw,1.907777918709649
2021-12-02T19:00:00+01:00 Warsaw,1.4424636985944665
2021-12-02T20:00:00+01:00 Warsaw,1.033999999364217
2021-12-02T21:00:00+01:00 Warsaw,0.8004764148167202
2021-12-02T22:00:00+01:00 Warsaw,1.1065078576405842
2021-12-02T23:00:00+01:00 Warsaw,1.0793339920043945
2021-12-03T00:00:00+01:00 Warsaw,1.0111597802328027
2021-12-03T01:00:00+01:00 Warsaw,0.7699999921023846
2021-12-03T02:00:00+01:00 Warsaw,0.5925638629839971
2021-12-03T03:00:00+01:00 Warsaw,0.44000015454366803
2021-12-03T04:00:00+01:00 Warsaw,-0.2425491177915212
2021-12-03T05:00:00+01:00 Warsaw,-0.4333331249654293
2021-12-03T06:00:00+01:00 Warsaw,0.08589749808351581
2021-12-03T07:00:00+01:00 Warsaw,-0.18809523985588125
2021-12-03T08:00:00+01:00 Warsaw,-0.24066666557143132
2021-12-03T09:00:00+01:00 Warsaw,0.1500000000362181
2021-12-03T10:00:00+01:00 Warsaw,0.9886666675408681
2021-12-03T11:00:00+01:00 Warsaw,1.8222523025564246
2021-12-03T12:00:00+01:00 Warsaw,2.277450870065128
2021-12-03T13:00:00+01:00 Warsaw,1.9751282746975238
2021-12-03T14:00:00+01:00 Warsaw,1.6892981591977572
2021-12-03T15:00:00+01:00 Warsaw,1.6233330411570412
2021-12-03T16:00:00+01:00 Warsaw,1.4110669946670533
2021-12-03T17:00:00+01:00 Warsaw,1.6913793087005615
2021-12-03T18:00:00+01:00 Warsaw,1.769420432007831
2021-12-03T19:00:00+01:00 Warsaw,1.2214287434305464
2021-12-03T20:00:00+01:00 Warsaw,1.3477776686350504
2021-12-03T21:00:00+01:00 Warsaw,0.7378911237631526
2021-12-03T22:00:00+01:00 Warsaw,-0.3500000013999881
2021-12-03T23:00:00+01:00 Warsaw,-0.9437774618466696
2021-12-04T00:00:00+01:00 Warsaw,-1.3891102340486314
2021-12-04T01:00:00+01:00 Warsaw,-1.683792755521577
2021-12-04T02:00:00+01:00 Warsaw,-1.579817999492992
2021-12-04T03:00:00+01:00 Warsaw,-1.6237793101204767
2021-12-04T04:00:00+01:00 Warsaw,-1.6609192796655603
2021-12-04T05:00:00+01:00 Warsaw,-1.6123998939990998
2021-12-04T06:00:00+01:00 Warsaw,-1.152105262404994
2021-12-04T07:00:00+01:00 Warsaw,-0.6678463037197406
2021-12-04T08:00:00+01:00 Warsaw,0.10333333105187524
2021-12-04T09:00:00+01:00 Warsaw,0.9095555007457733
