Timestamp,Radiowa 20B CustomWeather Temp_Zewnetrzna
2022-05-01T00:00:00+02:00 Warsaw,7.393513429164886
2022-05-01T01:00:00+02:00 Warsaw,6.476666630925359
2022-05-01T02:00:00+02:00 Warsaw,5.571720461691579
2022-05-01T03:00:00+02:00 Warsaw,4.983333251055549
2022-05-01T04:00:00+02:00 Warsaw,4.423333396911621
2022-05-01T05:00:00+02:00 Warsaw,4.098695672076682
2022-05-01T06:00:00+02:00 Warsaw,5.658442044258118
2022-05-01T07:00:00+02:00 Warsaw,11.265280095736186
2022-05-01T08:00:00+02:00 Warsaw,24.33839071842662
2022-05-01T09:00:00+02:00 Warsaw,26.955594041612414
2022-05-01T10:00:00+02:00 Warsaw,24.125328653508966
2022-05-01T11:00:00+02:00 Warsaw,20.978666869076815
2022-05-01T12:00:00+02:00 Warsaw,19.727455489489497
2022-05-01T13:00:00+02:00 Warsaw,18.952589386387874
2022-05-01T14:00:00+02:00 Warsaw,18.94253027174208
2022-05-01T15:00:00+02:00 Warsaw,19.556341204726905
2022-05-01T16:00:00+02:00 Warsaw,20.27357392084031
2022-05-01T17:00:00+02:00 Warsaw,18.64320038912589
2022-05-01T18:00:00+02:00 Warsaw,18.407252710515802
2022-05-01T19:00:00+02:00 Warsaw,16.38883555730184
2022-05-01T20:00:00+02:00 Warsaw,13.428906726837159
2022-05-01T21:00:00+02:00 Warsaw,10.931662289301554
2022-05-01T22:00:00+02:00 Warsaw,9.394047660827637
2022-05-01T23:00:00+02:00 Warsaw,8.388266617911203
2022-05-02T00:00:00+02:00 Warsaw,8.004266132007945
2022-05-02T01:00:00+02:00 Warsaw,7.6516747739579944
2022-05-02T02:00:00+02:00 Warsaw,7.7781347726520735
2022-05-02T03:00:00+02:00 Warsaw,7.415520874229637
2022-05-02T04:00:00+02:00 Warsaw,6.676666676998138
2022-05-02T05:00:00+02:00 Warsaw,6.374444659550985
2022-05-02T06:00:00+02:00 Warsaw,7.991757583618164
2022-05-02T07:00:00+02:00 Warsaw,12.96035556793213
2022-05-02T08:00:00+02:00 Warsaw,23.69185557607877
2022-05-02T09:00:00+02:00 Warsaw,27.981068885932533
2022-05-02T10:00:00+02:00 Warsaw,26.48131894198331
2022-05-02T11:00:00+02:00 Warsaw,21.615923949650355
2022-05-02T12:00:00+02:00 Warsaw,21.372985922771953
2022-05-02T13:00:00+02:00 Warsaw,20.136420868990715
